"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalaryHikePerYear","AverageYearsCompany","AgeToJubilation","DifferentManagers"
51,"No","Travel_Frequently",1456,"Research & Development","1","Master","Medical","Low","Female",30,"Medium","Senior","Representatives","Low","Single",7484,25796,4,"No",20,"Outstanding","High","No",23,1,"Good",13,12,12,8,1.53846153846154,5.75,15,"Yes"
34,"Yes","Travel_Frequently",658,"Research & Development","3","Bachelor","Life Sciences","Low","Male",66,"Low","Junior","Lab. Tech.","High","Single",6074,22887,2,"Yes",24,"Outstanding","Very High","No",9,3,"Better",9,7,0,6,2.66666666666667,4.5,32,"Yes"
54,"No","Non-Travel",142,"Human Resources","6","Bachelor","Human Resources","Very High","Female",30,"Very High","Manager","Manager","Very High","Single",17328,13871,3,"Yes",12,"Excellent","High","No",23,3,"Better",5,3,4,4,2.4,7.66666666666667,12,"Yes"
24,"No","Travel_Rarely",1127,"Research & Development","5","Below College","Life Sciences","Medium","Male",52,"High","Intern","Lab. Tech.","High","Married",2774,13257,1,"No",12,"Excellent","High","Few",6,2,"Better",5,3,1,2,2.4,6,42,"Yes"
34,"No","Travel_Rarely",1031,"Research & Development","2","Master","Life Sciences","High","Female",45,"Medium","Junior","Research Sci.","Medium","Divorced",4505,15000,7,"No",15,"Excellent","High","Few",12,3,"Better",1,0,0,0,15,1.71428571428571,32,"Yes"
37,"No","Travel_Rarely",1189,"Sales","2","Bachelor","Life Sciences","High","Male",87,"High","Senior","Sales Executive","Very High","Single",7428,14506,3,"No",12,"Excellent","Low","No",12,3,"Better",5,3,1,3,2.4,4,29,"Yes"
34,"No","Travel_Rarely",1354,"Research & Development","2","Bachelor","Medical","High","Female",45,"Medium","Senior","Manager","Low","Single",11631,5615,3,"No",12,"Excellent","Very High","No",14,6,"Better",11,10,5,8,1.09090909090909,4.66666666666667,32,"Yes"
36,"No","Travel_Frequently",1467,"Sales","4","College","Technical Degree","Medium","Female",92,"High","Senior","Sales Executive","Very High","Married",9738,22952,1,"No",14,"Excellent","High","Few",10,6,"Better",9,7,2,8,1.55555555555556,10,30,"Yes"
36,"No","Travel_Rarely",922,"Research & Development","2","College","Life Sciences","Low","Female",39,"High","Intern","Lab. Tech.","Very High","Divorced",2835,2561,6,"No",22,"Outstanding","Low","Few",7,2,"Better",1,0,0,0,22,1.16666666666667,30,"Yes"
43,"No","Travel_Frequently",394,"Sales","6","College","Life Sciences","High","Male",92,"High","Manager","Manager","Very High","Married",16959,19494,2,"Yes",12,"Excellent","Very High","Medium",25,3,"Best",25,12,4,12,0.48,12.5,23,"Yes"
30,"No","Travel_Frequently",1312,"Research & Development","6","Bachelor","Life Sciences","Low","Male",96,"Low","Intern","Research Sci.","High","Divorced",2613,22310,2,"No",25,"Outstanding","High","High",10,2,"Good",10,7,0,9,2.5,5,36,"Yes"
33,"No","Non-Travel",750,"Sales","5","College","Marketing","High","Male",95,"High","Junior","Sales Executive","Medium","Married",6146,15480,1,"No",13,"Excellent","Low","Few",8,2,"Best",7,7,0,7,1.85714285714286,8,33,"No"
56,"Yes","Travel_Rarely",441,"Research & Development","4","Master","Life Sciences","Medium","Female",72,"High","Intern","Research Sci.","Medium","Married",4963,4510,10,"Yes",18,"Excellent","Low","High",7,2,"Better",5,4,4,3,3.6,0.7,10,"Yes"
51,"No","Travel_Rarely",684,"Research & Development","2","Bachelor","Life Sciences","Low","Male",51,"High","Director","Directors","High","Single",19537,6462,8,"No",13,"Excellent","High","No",23,5,"Better",20,18,15,15,0.65,2.875,15,"Yes"
31,"Yes","Travel_Rarely",249,"Sales","2","Master","Life Sciences","Medium","Male",76,"Low","Junior","Sales Executive","High","Married",6172,20739,5,"Yes",18,"Excellent","Medium","No",12,3,"Good",7,7,7,7,2.57142857142857,2.4,35,"No"
26,"No","Travel_Rarely",841,"Research & Development","2","Bachelor","Other","High","Female",46,"Medium","Intern","Research Sci.","Medium","Married",2368,23300,2,"No",19,"Excellent","High","No",5,3,"Good",5,4,4,3,3.8,2.5,40,"Yes"
58,"Yes","Travel_Rarely",147,"Research & Development","6","Master","Medical","Very High","Female",94,"High","Senior","Representatives","Very High","Married",10312,3465,2,"No",12,"Excellent","Very High","Few",40,3,"Good",40,10,15,6,0.3,20,8,"Yes"
19,"Yes","Travel_Rarely",528,"Sales","5","Below College","Marketing","Very High","Male",50,"High","Intern","Representatives","High","Single",1675,26820,2,"Yes",19,"Excellent","Very High","No",0,2,"Good",0,0,0,0,38,0.25,47,"No"
22,"No","Travel_Rarely",594,"Research & Development","1","Below College","Technical Degree","High","Male",100,"High","Intern","Lab. Tech.","Very High","Married",2523,19299,1,"No",14,"Excellent","High","Few",3,2,"Better",2,1,2,1,7,3,44,"Yes"
49,"No","Travel_Rarely",470,"Research & Development","5","Master","Medical","High","Female",96,"High","Junior","Directors","Low","Married",6567,5549,2,"No",14,"Excellent","High","No",16,2,"Good",15,11,5,11,0.933333333333333,8,17,"Yes"
43,"No","Travel_Frequently",957,"Research & Development","7","Bachelor","Medical","Medium","Female",72,"Very High","Intern","Research Sci.","High","Single",4739,16090,5,"No",12,"Excellent","Very High","No",18,2,"Better",3,2,1,2,4,3.6,23,"Yes"
50,"No","Travel_Frequently",809,"Sales","4","Bachelor","Marketing","High","Female",77,"High","Senior","Sales Executive","Very High","Single",9208,6645,5,"No",11,"Excellent","Very High","No",16,3,"Better",2,2,2,1,5.5,3.2,16,"Yes"
31,"Yes","Travel_Rarely",542,"Sales","5","Bachelor","Life Sciences","Medium","Female",71,"Low","Junior","Sales Executive","High","Married",4559,24788,4,"Yes",11,"Excellent","High","Few",4,2,"Better",2,2,2,2,5.5,1,35,"No"
41,"No","Travel_Rarely",802,"Sales","3","Below College","Life Sciences","High","Male",96,"High","Senior","Sales Executive","High","Divorced",8189,21196,4,"Yes",13,"Excellent","High","Few",12,2,"Better",9,7,0,7,1.44444444444444,3,25,"Yes"
26,"No","Travel_Rarely",1355,"Human Resources","6","Below College","Life Sciences","High","Female",61,"High","Intern","H.R.","High","Married",2942,8916,2,"No",23,"Outstanding","Very High","Few",8,3,"Better",8,7,5,7,2.875,4,40,"Yes"
36,"No","Travel_Rarely",216,"Research & Development","2","College","Medical","Medium","Male",84,"High","Junior","Directors","Medium","Divorced",4941,2819,7,"No",20,"Outstanding","Very High","Medium",7,0,"Better",3,2,0,1,6.66666666666667,1,30,"Yes"
51,"Yes","Travel_Frequently",1150,"Research & Development","3","Master","Life Sciences","Low","Male",53,"Low","Senior","Directors","Very High","Single",10650,25150,3,"No",15,"Excellent","Very High","No",18,2,"Better",4,2,0,3,3.75,6,15,"Yes"
39,"No","Travel_Rarely",1329,"Sales","2","Master","Life Sciences","Very High","Female",47,"Medium","Junior","Sales Executive","High","Married",5902,14590,5,"No",14,"Excellent","High","Few",17,1,"Best",15,11,5,9,0.933333333333333,3.4,27,"Yes"
25,"No","Travel_Rarely",959,"Sales","7","Bachelor","Life Sciences","Low","Male",41,"Medium","Junior","Sales Executive","High","Married",8639,24835,3,"No",18,"Excellent","Very High","No",6,3,"Better",2,2,2,2,9,2,41,"No"
30,"No","Travel_Rarely",1240,"Human Resources","3","Bachelor","Human Resources","High","Male",48,"High","Junior","H.R.","Very High","Married",6347,13982,1,"Yes",19,"Excellent","Very High","No",12,2,"Bad",11,9,4,7,1.72727272727273,12,36,"Yes"
32,"Yes","Travel_Rarely",1033,"Research & Development","3","Bachelor","Medical","Low","Female",41,"High","Intern","Lab. Tech.","Low","Single",4200,10224,8,"No",22,"Outstanding","Low","No",10,2,"Best",5,4,0,4,4.4,1.25,34,"Yes"
45,"No","Travel_Rarely",1316,"Research & Development","7","Bachelor","Medical","High","Male",83,"High","Intern","Research Sci.","Very High","Single",3452,9752,6,"No",13,"Excellent","Medium","No",9,2,"Good",6,5,0,3,2.16666666666667,1.5,21,"Yes"
38,"No","Travel_Rarely",364,"Research & Development","2","Doctor","Technical Degree","Very High","Female",32,"High","Junior","Research Sci.","High","Single",4317,2302,4,"Yes",20,"Outstanding","Medium","No",19,2,"Better",3,2,2,2,6.66666666666667,4.75,28,"Yes"
30,"No","Travel_Rarely",438,"Research & Development","5","Bachelor","Life Sciences","Low","Female",75,"High","Intern","Research Sci.","High","Single",2632,23910,2,"No",14,"Excellent","High","No",5,4,"Good",5,4,0,4,2.8,2.5,36,"Yes"
32,"No","Travel_Frequently",689,"Sales","3","College","Medical","Very High","Male",35,"Low","Junior","Sales Executive","Very High","Divorced",4668,22812,1,"No",17,"Excellent","Very High","High",9,2,"Best",8,7,0,7,2.125,9,34,"Yes"
30,"No","Travel_Rarely",201,"Research & Development","2","Bachelor","Technical Degree","Very High","Female",84,"High","Intern","Research Sci.","Low","Divorced",3204,10415,6,"No",14,"Excellent","Very High","Few",8,3,"Better",3,2,2,2,4.66666666666667,1.33333333333333,36,"Yes"
30,"No","Travel_Rarely",1427,"Research & Development","1","Below College","Medical","Medium","Male",35,"Medium","Intern","Lab. Tech.","Very High","Single",2720,11162,1,"No",13,"Excellent","Very High","No",6,3,"Better",5,3,1,2,2.6,6,36,"Yes"
41,"No","Travel_Frequently",857,"Research & Development","3","Bachelor","Life Sciences","Very High","Male",91,"Medium","Manager","Manager","Low","Divorced",17181,12888,5,"No",13,"Excellent","Medium","Few",21,2,"Good",7,6,7,7,1.85714285714286,4.2,25,"No"
41,"No","Travel_Rarely",933,"Research & Development","3","Master","Life Sciences","High","Male",94,"High","Intern","Lab. Tech.","Low","Married",2238,6961,3,"No",21,"Outstanding","Very High","Few",7,2,"Better",5,0,1,4,4.2,2.33333333333333,25,"Yes"
19,"No","Travel_Rarely",1181,"Research & Development","2","Below College","Medical","Medium","Female",79,"High","Intern","Lab. Tech.","Medium","Single",1483,16102,2,"No",14,"Excellent","Very High","No",1,3,"Better",1,0,0,0,14,0.5,47,"Yes"
40,"No","Travel_Frequently",1395,"Research & Development","6","Bachelor","Medical","Medium","Female",54,"High","Junior","Research Sci.","Medium","Divorced",5605,8504,2,"No",11,"Excellent","Low","Few",20,2,"Better",20,7,2,13,0.55,10,26,"Yes"
35,"No","Travel_Rarely",662,"Sales","1","Doctor","Marketing","High","Male",94,"High","Senior","Sales Executive","Medium","Married",7295,11439,2,"No",13,"Excellent","Low","Medium",10,3,"Better",10,8,0,6,1.3,5,31,"Yes"
53,"No","Travel_Rarely",1436,"Sales","2","College","Marketing","Medium","Male",34,"High","Junior","Representatives","High","Married",2306,16047,3,"Yes",20,"Outstanding","Very High","Few",13,3,"Bad",7,7,4,5,2.85714285714286,4.33333333333333,13,"Yes"
45,"No","Travel_Rarely",194,"Research & Development","3","Bachelor","Life Sciences","Medium","Male",60,"High","Junior","Lab. Tech.","Medium","Divorced",2348,10901,9,"No",18,"Excellent","High","Few",20,2,"Bad",17,9,0,15,1.05882352941176,2.22222222222222,21,"Yes"
32,"No","Travel_Frequently",967,"Sales","3","Bachelor","Marketing","Medium","Female",43,"High","Senior","Sales Executive","Very High","Single",8998,15589,2,"No",14,"Excellent","Very High","No",9,2,"Better",9,8,3,7,1.55555555555556,4.5,34,"Yes"
29,"No","Non-Travel",1496,"Research & Development","1","Below College","Technical Degree","Very High","Male",41,"High","Junior","Directors","High","Married",4319,26283,2,"No",13,"Excellent","Low","Few",10,1,"Better",10,7,0,9,1.3,5,37,"Yes"
51,"No","Travel_Rarely",1169,"Research & Development","3","Master","Medical","Medium","Male",34,"Medium","Junior","Directors","High","Married",6132,13983,3,"No",17,"Excellent","High","No",10,2,"Better",1,0,0,0,17,3.33333333333333,15,"Yes"
58,"No","Travel_Rarely",1145,"Research & Development","3","Bachelor","Medical","Medium","Female",75,"Medium","Intern","Research Sci.","Medium","Married",3346,11873,5,"Yes",20,"Outstanding","Medium","Few",9,3,"Good",1,0,0,0,20,1.8,8,"Yes"
40,"No","Travel_Rarely",630,"Sales","2","Master","Marketing","High","Male",67,"Medium","Senior","Sales Executive","Very High","Married",10855,8552,8,"No",11,"Excellent","Low","Few",15,2,"Good",12,11,2,11,0.916666666666667,1.875,26,"Yes"
34,"No","Travel_Frequently",303,"Sales","1","Master","Marketing","High","Female",75,"High","Intern","Representatives","High","Married",2231,11314,7,"No",18,"Excellent","Very High","Few",6,3,"Better",4,3,1,2,4.5,0.857142857142857,32,"Yes"
22,"No","Travel_Rarely",1256,"Research & Development","5","Below College","Medical","High","Male",80,"High","Intern","Research Sci.","Very High","Married",2323,11992,2,"No",24,"Outstanding","Low","Medium",2,6,"Better",2,2,2,2,12,1,44,"No"
27,"No","Non-Travel",691,"Research & Development","3","Bachelor","Medical","Very High","Male",57,"High","Intern","Research Sci.","Medium","Divorced",2024,5970,7,"No",18,"Excellent","Very High","Few",6,1,"Bad",2,2,2,2,9,0.857142857142857,39,"No"
28,"No","Travel_Rarely",440,"Research & Development","5","Bachelor","Medical","High","Male",42,"High","Intern","Research Sci.","Very High","Married",2713,6672,2,"No",11,"Excellent","High","Few",5,2,"Bad",5,2,0,2,2.2,2.5,38,"Yes"
57,"No","Travel_Rarely",334,"Research & Development","6","College","Life Sciences","High","Male",83,"Very High","Senior","Representatives","Very High","Divorced",9439,23402,4,"Yes",16,"Excellent","Medium","Few",12,2,"Bad",5,3,1,4,3.2,3,9,"Yes"
27,"No","Non-Travel",1450,"Research & Development","2","Bachelor","Medical","High","Male",79,"Medium","Intern","Research Sci.","High","Divorced",2566,25326,2,"Yes",15,"Excellent","Very High","Few",1,2,"Good",1,1,0,1,15,0.5,39,"No"
50,"No","Travel_Rarely",1452,"Research & Development","4","Bachelor","Life Sciences","High","Female",53,"High","Director","Manager","Medium","Single",19926,17053,4,"No",15,"Excellent","Medium","No",21,5,"Better",5,4,4,4,3,5.25,16,"Yes"
41,"No","Travel_Rarely",465,"Research & Development","4","Bachelor","Life Sciences","Low","Male",56,"High","Intern","Research Sci.","High","Divorced",2451,4609,5,"No",12,"Excellent","Low","Few",13,2,"Better",9,8,1,8,1.33333333333333,2.6,25,"Yes"
30,"No","Travel_Rarely",1339,"Sales","2","Bachelor","Life Sciences","Medium","Female",41,"High","Senior","Sales Executive","Very High","Married",9419,8053,3,"No",12,"Excellent","High","Few",12,2,"Better",10,9,7,4,1.2,4,36,"Yes"
38,"No","Travel_Rarely",702,"Sales","1","Master","Life Sciences","Low","Female",59,"Medium","Junior","Sales Executive","Very High","Single",8686,12930,5,"No",22,"Outstanding","High","No",12,2,"Best",8,3,0,7,2.75,2.4,28,"Yes"
32,"No","Travel_Rarely",120,"Research & Development","2","Doctor","Life Sciences","High","Male",43,"High","Intern","Research Sci.","High","Single",3038,12430,4,"No",20,"Outstanding","Low","No",8,2,"Better",5,4,1,4,4,2,34,"Yes"
27,"No","Travel_Rarely",1157,"Research & Development","5","Bachelor","Technical Degree","High","Male",51,"High","Intern","Research Sci.","Medium","Married",3058,13364,1,"Yes",16,"Excellent","Very High","Few",6,3,"Good",5,2,1,1,3.2,6,39,"Yes"
19,"Yes","Travel_Frequently",602,"Sales","1","Below College","Technical Degree","High","Female",100,"Low","Intern","Representatives","Low","Single",2325,20989,1,"No",21,"Outstanding","Low","No",1,5,"Best",0,0,0,0,42,1,47,"No"
36,"No","Travel_Frequently",1480,"Research & Development","2","College","Medical","Very High","Male",30,"High","Intern","Lab. Tech.","Medium","Single",2088,15062,5,"No",12,"Excellent","High","No",13,3,"Good",8,7,7,2,1.5,2.6,30,"Yes"
30,"No","Non-Travel",111,"Research & Development","3","Bachelor","Medical","High","Male",66,"High","Junior","Lab. Tech.","Low","Divorced",3072,11012,2,"No",11,"Excellent","High","Medium",12,4,"Better",12,9,6,10,0.916666666666667,6,36,"Yes"
45,"No","Travel_Rarely",1268,"Sales","2","College","Life Sciences","High","Female",30,"High","Junior","Sales Executive","Low","Divorced",5006,6319,5,"Yes",11,"Excellent","Low","Few",9,3,"Best",5,4,0,3,2.2,1.8,21,"Yes"
56,"No","Travel_Rarely",713,"Research & Development","3","Bachelor","Life Sciences","High","Female",67,"High","Intern","Research Sci.","Low","Divorced",4257,13939,5,"Yes",18,"Excellent","High","Few",19,3,"Better",2,2,2,2,9,3.8,10,"No"
33,"No","Travel_Rarely",134,"Research & Development","1","Bachelor","Life Sciences","High","Male",90,"High","Intern","Research Sci.","Very High","Single",2500,10515,1,"No",14,"Excellent","Low","No",4,2,"Best",3,1,0,2,4.66666666666667,4,33,"Yes"
19,"Yes","Travel_Rarely",303,"Research & Development","1","Bachelor","Life Sciences","Medium","Male",47,"Medium","Intern","Lab. Tech.","Very High","Single",1102,9241,2,"No",22,"Outstanding","High","No",1,3,"Good",1,0,1,0,22,0.5,47,"Yes"
46,"No","Travel_Rarely",526,"Sales","1","College","Marketing","Medium","Female",92,"High","Senior","Sales Executive","Low","Divorced",10453,2137,2,"No",25,"Outstanding","High","High",24,2,"Better",24,13,15,7,1.04166666666667,12,20,"Yes"
38,"No","Travel_Rarely",1380,"Research & Development","3","College","Life Sciences","High","Female",75,"High","Intern","Lab. Tech.","Very High","Single",2288,6319,2,"No",12,"Excellent","High","No",2,3,"Better",2,2,2,1,6,1,28,"Yes"
31,"No","Travel_Rarely",140,"Research & Development","4","Below College","Medical","High","Female",95,"High","Intern","Research Sci.","Very High","Married",3929,6984,9,"Yes",23,"Outstanding","High","Few",7,0,"Better",4,2,0,2,5.75,0.777777777777778,35,"Yes"
34,"No","Travel_Rarely",629,"Research & Development","6","College","Medical","Very High","Female",95,"High","Intern","Research Sci.","Medium","Single",2311,5711,3,"No",15,"Excellent","Very High","No",9,3,"Better",3,2,1,2,5,3,32,"Yes"
41,"Yes","Travel_Rarely",1356,"Sales","5","College","Marketing","Medium","Female",70,"High","Intern","Representatives","Medium","Single",3140,21728,2,"Yes",22,"Outstanding","Very High","No",4,5,"Good",4,3,0,2,5.5,2,25,"Yes"
50,"No","Travel_Rarely",328,"Research & Development","1","Bachelor","Medical","High","Male",86,"Medium","Intern","Lab. Tech.","High","Married",3690,3425,3,"No",15,"Excellent","Very High","Few",5,2,"Good",3,2,0,2,5,1.66666666666667,16,"Yes"
53,"No","Travel_Rarely",1084,"Research & Development","4","College","Medical","Very High","Female",57,"Very High","Junior","Directors","Low","Divorced",4450,26250,2,"No",11,"Excellent","High","Medium",5,3,"Better",4,2,1,3,2.75,2.5,13,"Yes"
33,"No","Travel_Rarely",931,"Research & Development","4","Bachelor","Medical","Very High","Female",72,"High","Intern","Research Sci.","Medium","Married",2756,4673,2,"No",13,"Excellent","Very High","Few",8,5,"Better",8,7,1,6,1.625,4,33,"Yes"
40,"No","Travel_Rarely",989,"Research & Development","2","Below College","Medical","Very High","Female",46,"High","Director","Manager","High","Married",19033,6499,2,"No",14,"Excellent","Medium","Few",21,2,"Better",20,8,9,9,0.7,10.5,26,"Yes"
